"","fsdisability","HH6.x","HH7.x","HC0","HW1","HW3","HW2","HC8","WS1","WS3","WS7","WS11","helevel","melevel","windex5.y","CB3","CB7","CB11","PR3","FCD2F","FCD2G","FCD2I","FCD2J","FCD2K","FCF1","FCF2","FCF3","HL4","Refugee"
"803",2,3,35,12,1,1,1,1,11,NA,2,13,1,1,3,10,1,1,0,2,2,1,1,2,2,2,2,1,1
"804",2,3,35,13,1,1,1,1,11,NA,2,13,1,1,2,10,1,2,0,2,2,2,2,2,1,2,2,2,1
"805",2,3,35,12,1,1,1,1,61,NA,2,11,1,1,2,11,1,1,0,2,2,2,2,2,2,2,2,2,1
"806",1,3,35,13,1,1,1,1,11,NA,2,13,1,1,3,12,1,1,0,2,2,2,2,2,2,2,2,2,1
"807",2,3,35,12,1,1,1,1,11,NA,2,13,1,1,4,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"808",2,3,35,13,1,1,1,1,11,NA,2,13,2,1,2,7,1,1,0,1,1,2,1,2,2,2,2,2,1
"809",1,3,35,13,1,2,1,1,11,NA,2,13,1,2,4,9,1,1,0,2,2,2,2,2,2,2,2,1,1
"810",2,3,35,13,1,1,1,1,11,NA,2,13,1,2,3,6,1,1,NA,2,9,9,2,2,2,2,2,2,1
"811",2,3,35,13,1,1,1,1,11,NA,2,13,2,2,5,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"812",1,3,35,12,1,1,1,1,93,NA,2,13,1,2,4,6,1,1,NA,2,2,2,2,2,2,2,2,2,1
"813",2,3,35,12,1,1,1,1,11,NA,2,13,2,3,4,10,1,1,3,1,2,2,2,2,2,2,2,2,1
"814",2,3,35,12,1,1,1,1,11,NA,2,13,1,2,5,14,1,1,1,2,2,2,2,2,2,2,2,2,1
"815",2,3,35,12,1,1,1,1,91,NA,2,13,1,2,2,6,1,1,NA,1,2,2,1,9,2,2,2,2,1
"816",2,3,35,13,1,1,1,1,11,NA,2,13,1,1,4,7,1,1,0,2,2,2,2,2,2,2,2,1,1
"817",2,3,35,12,1,1,1,1,11,NA,2,14,1,1,2,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"818",2,3,35,12,5,NA,NA,1,61,NA,2,13,1,1,2,7,1,2,0,1,1,1,1,2,2,2,2,1,1
"819",1,3,35,12,1,1,1,1,93,NA,2,13,2,2,5,5,1,1,NA,2,2,2,2,2,2,2,2,2,1
"820",1,3,35,12,1,1,1,1,11,NA,2,12,1,1,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"821",1,3,35,13,1,1,1,1,91,NA,2,13,1,2,3,8,1,1,0,2,2,2,2,2,2,2,2,1,1
"822",2,3,35,12,2,1,1,1,11,NA,2,12,1,2,2,6,1,1,NA,2,2,1,2,2,1,2,2,2,1
"823",1,3,35,12,1,1,1,1,11,NA,2,13,1,1,5,9,1,2,0,2,2,2,2,2,2,2,2,2,3
"824",2,3,35,12,1,1,1,1,61,NA,2,12,1,3,2,5,1,1,NA,2,2,2,2,2,2,2,2,1,1
"825",2,3,35,12,1,1,1,1,61,NA,1,14,3,3,3,9,1,1,0,2,2,2,2,2,2,2,2,1,1
"826",2,3,35,13,1,1,1,1,11,NA,2,13,1,1,5,11,1,1,0,2,2,2,2,2,2,2,2,1,1
"827",2,3,35,12,1,1,1,1,93,NA,2,14,1,1,5,11,1,1,0,2,2,2,2,2,2,2,2,2,1
"828",2,3,35,12,1,1,1,1,11,NA,2,13,1,1,4,13,1,1,0,2,2,2,2,2,2,2,2,2,1
"829",1,3,35,13,1,1,1,1,11,NA,2,13,2,1,4,7,1,1,0,2,2,2,2,2,2,1,2,1,1
"830",2,3,35,13,1,1,1,1,61,NA,2,13,1,1,4,10,1,1,4,2,2,2,2,2,2,2,2,2,1
"831",2,3,35,13,1,1,1,1,11,NA,2,13,3,3,5,5,1,1,NA,2,2,2,2,2,2,2,2,1,1
"832",2,3,35,13,3,2,1,1,61,NA,2,18,1,2,2,11,1,1,0,1,1,2,2,2,2,2,2,1,1
"833",2,1,1,12,1,1,1,1,11,NA,2,13,1,2,3,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"834",NA,1,1,13,1,2,2,1,11,NA,2,13,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"835",2,1,1,12,1,1,1,1,11,NA,2,13,3,1,3,7,1,2,5,2,2,2,2,2,2,2,2,2,1
"836",2,1,1,12,1,2,1,1,11,NA,2,13,1,3,4,6,1,1,NA,1,2,1,1,2,2,2,2,2,3
"837",2,1,1,13,1,1,1,1,11,NA,2,12,2,2,3,7,1,1,0,1,1,2,1,2,2,2,2,2,3
"838",2,1,1,12,1,2,1,1,11,NA,2,12,1,1,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"839",2,1,1,12,1,1,1,1,11,NA,2,13,3,2,3,12,1,2,0,2,2,2,2,2,2,9,9,1,3
"840",2,1,1,13,1,1,1,1,11,NA,2,13,1,1,3,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"841",1,1,1,12,1,1,1,1,11,NA,2,13,3,2,4,12,1,1,0,2,2,1,1,2,2,2,2,1,3
"842",2,1,1,12,1,1,1,1,11,NA,1,12,1,1,3,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"843",2,3,35,12,1,1,1,1,11,NA,2,18,1,3,3,8,1,1,0,2,2,2,2,2,2,2,2,1,1
"844",2,3,35,12,1,1,1,1,11,NA,2,13,3,2,5,9,1,1,2,2,2,2,2,2,2,2,2,2,1
"845",2,3,35,13,1,1,1,1,61,NA,2,13,2,1,4,16,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"846",2,3,35,12,1,1,1,1,11,NA,2,13,3,2,4,9,1,1,0,2,2,2,2,2,2,2,2,2,1
"847",2,3,35,12,3,2,1,1,61,NA,2,18,1,1,1,14,2,1,0,2,2,2,2,2,2,2,2,1,1
"848",2,3,35,12,1,1,1,1,11,NA,2,12,1,1,2,13,1,1,0,2,2,2,2,2,2,2,2,1,1
"849",2,3,35,12,1,1,1,1,11,NA,2,12,1,2,5,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"850",1,3,35,12,2,1,1,1,11,NA,2,12,1,1,4,12,1,1,0,2,2,1,1,2,2,2,2,1,3
"851",2,3,35,12,1,1,1,1,11,NA,2,13,1,1,4,14,1,1,0,2,2,2,2,2,2,2,2,1,1
"852",2,3,35,13,1,1,1,1,61,NA,2,13,1,1,3,9,1,1,0,2,2,2,2,2,2,2,2,1,1
"853",1,3,35,12,1,1,1,1,11,NA,2,13,2,3,3,10,1,1,0,2,2,2,2,2,2,2,2,1,1
"854",2,3,35,13,1,1,1,1,11,NA,2,13,1,3,3,8,1,1,1,2,2,2,2,2,2,2,2,2,1
"855",1,3,35,12,1,1,1,1,11,NA,2,12,1,1,1,7,1,1,0,1,1,1,1,1,2,2,2,2,1
"856",2,2,40,13,1,1,1,1,11,NA,2,13,2,3,5,5,2,2,NA,1,2,2,1,2,2,2,2,1,1
"857",2,2,40,13,1,1,1,1,11,NA,2,12,1,1,5,13,1,2,0,2,2,2,2,2,2,2,2,1,3
"858",2,2,40,13,1,1,1,1,11,NA,2,13,1,2,5,8,1,1,1,1,2,2,2,2,2,2,2,2,1
"859",2,2,40,13,1,1,1,1,11,NA,2,14,1,2,5,6,1,1,NA,1,2,2,2,2,2,2,2,1,1
"860",2,2,40,12,5,NA,NA,1,11,NA,2,13,1,2,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"861",2,2,40,13,1,1,1,1,11,NA,2,13,2,1,5,12,1,2,2,1,2,2,2,2,2,2,2,2,3
"862",1,2,40,13,1,1,1,1,91,NA,2,11,1,2,4,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"863",2,2,40,12,1,1,1,1,11,NA,2,12,2,2,5,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"864",2,2,40,13,1,1,1,1,93,NA,2,13,2,2,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"865",2,2,40,13,1,1,1,1,11,NA,2,13,3,2,5,9,1,1,10,1,2,2,2,2,2,2,2,1,1
"866",1,2,40,12,1,2,1,1,11,NA,2,12,2,2,4,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"867",2,1,40,13,1,1,1,1,11,NA,2,11,1,1,5,14,1,1,0,2,2,2,2,2,2,2,2,1,3
"868",NA,1,40,13,5,NA,NA,1,11,NA,2,11,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"869",2,1,40,13,1,1,1,1,11,NA,2,11,3,3,4,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"870",NA,1,40,12,1,1,1,1,11,NA,2,11,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"871",NA,1,40,13,1,1,1,1,11,NA,2,11,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"872",NA,1,40,13,1,1,1,1,11,NA,2,11,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"873",2,1,40,12,1,1,1,1,11,NA,2,11,2,2,3,9,1,1,3,2,2,2,2,2,2,2,2,2,3
"874",2,1,40,13,1,1,1,1,11,NA,2,11,1,2,3,12,1,1,5,2,2,2,2,2,2,2,2,2,3
"875",2,1,40,13,1,1,1,1,11,NA,2,11,1,2,3,8,1,1,3,2,2,2,2,2,2,2,2,1,3
"876",2,1,40,13,1,1,1,1,11,NA,2,11,1,1,3,13,1,1,3,2,2,2,2,2,2,2,2,1,3
"877",NA,1,40,13,1,1,1,1,11,NA,2,11,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3
"878",2,1,40,13,1,1,1,1,11,NA,2,11,3,3,5,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"879",2,1,40,13,1,1,1,1,11,NA,2,11,3,3,5,6,1,1,NA,2,2,2,2,2,2,2,2,1,3
"880",2,1,40,13,1,1,1,1,11,NA,2,11,3,3,5,5,1,1,NA,2,2,2,2,2,2,2,2,2,3
"881",2,1,40,13,1,1,1,1,11,NA,2,11,3,3,5,13,1,1,3,2,2,2,2,2,2,2,2,1,3
"882",2,1,40,13,1,1,1,1,11,NA,2,11,1,2,4,8,1,1,3,2,2,2,2,2,2,2,2,2,3
"883",1,1,40,13,1,1,1,1,11,NA,2,11,2,2,4,7,1,1,3,2,2,2,2,2,2,2,2,1,3
"884",2,1,40,13,1,1,1,1,11,NA,2,11,1,2,4,10,1,1,4,2,2,2,2,2,2,2,2,1,3
"885",2,1,40,13,1,1,1,1,11,NA,2,11,1,1,3,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"886",2,1,40,13,1,1,1,1,11,NA,2,11,1,2,3,8,1,1,2,2,2,2,2,2,2,2,2,1,3
"887",2,1,40,13,1,1,1,1,11,NA,2,11,1,1,2,6,1,1,NA,1,1,2,1,2,2,2,2,2,3
"888",1,1,40,13,1,1,1,1,11,NA,2,11,1,2,4,5,1,1,NA,2,2,2,2,2,1,2,2,2,3
"889",2,1,40,13,1,1,1,1,11,NA,2,11,1,3,3,12,1,1,5,2,2,2,2,2,2,2,2,1,3
"890",2,1,40,13,1,1,1,1,11,NA,2,11,1,3,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"891",2,1,40,13,1,1,1,1,11,NA,2,11,1,3,5,8,1,1,3,2,2,2,2,2,2,2,2,1,3
"892",2,1,40,13,1,1,1,1,11,NA,2,11,2,2,4,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"893",2,1,40,12,1,1,1,1,11,NA,2,11,2,2,4,8,1,1,4,2,2,2,2,2,2,2,2,1,3
"894",2,3,40,13,1,1,1,1,11,NA,2,11,1,2,5,9,1,1,5,2,2,2,2,2,2,2,2,2,1
"895",1,3,40,13,1,2,1,1,11,NA,1,11,1,2,3,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"896",2,3,40,13,1,1,1,1,11,NA,2,11,1,3,5,12,1,1,2,2,2,2,2,2,2,2,2,2,1
"897",2,3,40,13,1,1,1,1,11,NA,2,11,2,3,5,5,1,1,NA,1,2,1,1,2,2,2,2,2,1
"898",2,3,40,12,1,1,1,1,11,NA,2,11,2,2,4,14,1,1,0,2,2,2,2,2,2,2,2,1,1
"899",1,3,40,13,1,1,1,1,12,NA,2,11,1,1,3,15,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"900",2,3,40,13,1,1,1,1,11,NA,2,11,2,3,5,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"901",2,3,40,13,1,1,1,1,11,NA,1,11,2,1,4,12,1,1,1,2,2,2,2,2,2,2,2,2,1
"902",2,3,40,13,1,1,1,1,11,NA,1,13,1,2,1,8,1,2,4,2,2,2,2,2,2,2,1,1,1
"903",NA,3,40,13,1,1,1,1,11,NA,1,13,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"904",2,3,40,13,1,1,1,1,11,NA,2,11,1,1,3,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"905",1,3,40,12,1,1,1,1,11,NA,2,11,3,3,4,5,1,1,NA,1,1,2,1,2,2,2,2,1,1
"906",2,3,40,13,1,1,1,1,11,NA,2,13,1,1,5,14,1,1,5,2,2,2,2,2,2,2,2,2,1
"907",2,3,40,12,1,1,1,1,11,NA,2,11,1,1,5,14,1,1,0,2,2,2,2,2,2,2,2,2,1
"908",2,3,40,13,1,1,1,1,11,NA,1,11,1,2,3,16,2,1,NA,NA,NA,NA,NA,NA,1,2,2,1,1
"909",2,3,40,13,1,1,2,1,11,NA,2,11,2,1,2,14,1,1,0,2,2,1,1,2,2,2,2,2,1
"910",2,3,40,13,1,1,1,1,11,NA,2,11,2,1,4,12,1,1,0,2,2,2,2,2,2,2,2,2,1
"911",1,3,40,12,1,1,1,1,11,NA,2,11,1,1,4,8,1,1,0,1,2,2,2,2,1,2,1,1,1
"912",1,3,40,13,1,1,1,1,11,NA,2,11,1,2,4,14,NA,1,0,2,2,2,2,2,2,2,2,1,1
"913",2,3,40,12,1,1,1,1,91,NA,2,11,1,2,3,7,1,1,0,1,1,2,1,1,2,2,2,1,1
"914",2,3,40,12,1,1,1,1,11,NA,2,11,2,1,5,11,1,1,0,2,2,2,2,2,1,2,2,2,1
"915",2,3,40,13,1,1,1,1,11,NA,2,11,2,2,5,5,1,1,NA,1,1,1,1,2,2,2,2,2,1
"916",2,3,40,12,1,1,1,1,11,NA,2,11,2,2,5,8,1,1,0,2,2,2,2,2,2,2,2,1,1
"917",2,3,40,13,1,1,1,1,11,NA,2,11,1,1,5,13,1,1,0,1,2,1,2,2,2,2,2,2,1
"918",2,3,40,13,1,1,1,1,11,NA,2,11,2,3,4,5,1,1,NA,2,2,2,2,2,2,2,2,2,1
"919",2,3,40,12,1,1,1,1,11,NA,2,11,2,1,5,13,1,1,0,2,2,2,2,2,2,2,2,1,1
"920",1,3,40,13,1,1,1,1,11,NA,1,11,2,2,4,15,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"921",2,3,40,13,1,1,1,1,11,NA,1,11,1,3,4,8,1,2,0,1,2,2,1,2,2,2,2,1,1
"922",2,3,40,13,1,1,1,1,11,NA,2,11,1,2,4,8,1,2,0,2,2,1,2,2,2,2,2,1,1
"923",2,3,40,12,1,1,1,1,11,NA,2,11,1,2,3,10,1,1,0,1,1,1,1,1,2,2,2,2,1
"924",2,3,40,13,1,1,1,1,11,NA,2,11,1,2,4,8,1,1,10,2,2,2,2,2,2,2,2,1,1
"925",2,3,40,13,1,1,1,1,11,NA,2,11,1,2,4,6,1,1,NA,2,2,2,2,2,2,2,2,2,1
"926",2,3,40,13,1,1,1,1,11,NA,2,11,3,2,4,12,1,1,4,2,2,2,2,2,2,2,2,2,1
"927",2,3,40,14,1,1,1,1,11,NA,2,11,2,2,5,12,1,1,0,2,2,2,2,2,2,2,2,2,1
"928",2,3,40,13,1,1,1,1,11,NA,2,11,2,2,4,6,1,1,NA,2,2,2,2,2,2,2,2,1,1
"929",2,3,40,13,6,NA,NA,1,11,NA,2,11,1,2,3,5,1,1,NA,1,2,2,1,2,1,2,2,2,1
"930",2,3,40,12,1,1,1,1,91,NA,2,11,3,3,4,6,1,1,NA,1,2,1,1,2,2,2,2,2,1
"931",2,3,40,13,1,1,1,1,11,NA,2,11,3,3,3,12,1,1,10,2,2,2,2,2,2,2,2,2,1
"932",2,3,40,13,1,1,1,1,11,NA,2,11,1,3,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"933",2,3,40,13,1,1,1,1,11,NA,2,11,1,2,4,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"934",2,3,40,13,1,1,1,1,11,NA,2,11,1,2,2,8,1,1,1,2,2,2,1,2,2,2,2,1,1
"935",2,3,40,13,1,1,1,1,11,NA,1,11,3,3,4,13,1,1,0,2,2,2,2,9,2,1,2,2,1
"936",2,3,40,13,1,1,1,1,11,NA,2,11,1,2,5,13,1,1,0,2,2,2,2,2,2,2,2,2,1
"937",2,3,40,13,1,1,1,1,11,NA,2,11,1,3,5,6,1,1,NA,2,2,2,2,2,1,2,2,1,1
"938",1,3,40,13,1,1,1,1,11,NA,2,11,1,1,5,7,1,1,6,2,1,1,1,2,2,2,2,1,1
"939",1,2,40,12,1,1,1,1,11,NA,2,12,1,1,5,16,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,1
"940",NA,2,40,13,1,1,1,1,11,NA,2,13,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"941",1,2,40,12,1,1,1,1,11,NA,2,12,3,3,3,7,1,1,0,1,2,2,2,2,2,2,2,2,3
"942",2,2,40,13,1,1,1,1,11,NA,2,12,1,1,5,10,1,1,0,2,2,2,2,2,2,2,2,2,3
"943",2,2,40,13,1,1,1,1,11,NA,2,11,2,3,4,7,1,1,0,2,2,2,1,2,2,2,2,1,3
"944",2,2,40,12,1,1,1,1,11,NA,1,11,1,1,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"945",2,2,40,13,1,1,1,1,11,NA,1,12,1,1,2,12,1,1,2,2,2,2,2,2,2,2,2,2,3
"946",2,2,40,12,1,1,1,1,11,NA,2,12,3,3,5,14,1,1,0,1,1,2,2,2,2,2,2,1,3
"947",2,2,40,12,1,1,1,1,11,NA,1,11,2,2,3,13,1,1,5,2,2,2,2,2,2,2,2,2,3
"948",2,2,40,12,1,1,1,1,11,NA,2,12,3,1,4,8,2,1,0,2,2,1,1,2,2,2,2,1,3
"949",2,2,40,12,1,1,1,1,11,NA,2,11,2,1,3,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"950",2,2,40,13,1,1,1,1,11,NA,1,12,1,2,4,14,1,1,0,2,2,2,2,2,2,2,2,2,3
"951",2,2,40,13,1,1,1,1,11,NA,2,12,1,2,4,6,1,1,NA,1,2,2,2,2,2,2,2,1,3
"952",1,2,40,13,1,9,1,1,11,NA,1,12,1,1,3,15,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"953",2,2,40,12,1,1,1,1,11,NA,2,13,1,2,3,12,1,2,1,2,2,2,2,2,2,2,2,2,3
"954",2,2,40,13,1,1,1,1,11,NA,2,12,2,3,4,6,1,2,NA,2,2,2,2,9,2,2,2,2,3
"955",2,1,1,12,1,1,1,1,11,NA,2,13,2,3,5,7,1,1,10,2,2,2,2,2,2,2,2,2,1
"956",1,1,1,13,1,1,1,1,11,NA,2,13,3,3,4,6,1,1,NA,2,2,1,1,2,2,2,2,2,1
"957",2,1,1,12,1,1,1,1,11,NA,2,12,1,2,3,6,1,2,NA,2,2,2,1,2,1,2,2,2,3
"958",2,1,1,13,1,1,1,1,11,NA,2,13,2,3,5,8,1,2,0,1,2,1,1,2,1,2,2,2,3
"959",1,1,1,13,1,1,1,1,61,NA,2,13,1,2,4,12,1,1,0,1,2,2,1,2,2,2,2,1,3
"960",2,1,1,12,1,1,1,1,11,NA,2,12,2,1,5,9,1,1,0,2,2,2,2,2,2,2,2,2,1
"961",2,1,1,12,1,1,1,1,11,NA,2,13,1,1,5,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"962",2,1,1,13,1,1,1,1,11,NA,1,13,1,1,3,14,1,2,0,2,2,2,2,2,1,2,2,2,3
"963",NA,1,1,13,1,1,1,1,11,NA,1,13,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"964",1,1,1,13,1,1,1,1,11,NA,2,12,3,3,5,5,1,1,NA,2,2,2,2,2,1,2,1,1,3
"965",2,1,1,13,1,1,1,1,11,NA,2,13,1,2,4,7,1,2,7,2,2,2,2,2,2,2,2,2,3
"966",2,2,40,13,1,1,1,1,11,NA,2,11,2,3,4,7,1,1,10,2,2,2,2,2,2,2,2,2,3
"967",2,2,40,13,1,1,1,1,11,NA,2,11,1,1,3,13,1,1,0,2,2,2,2,2,2,2,2,1,3
"968",2,2,40,13,1,1,1,1,91,NA,2,11,1,2,4,6,1,1,NA,1,2,1,2,2,2,2,2,1,3
"969",2,2,40,13,1,1,1,1,11,NA,2,11,1,1,5,10,1,2,6,2,2,2,2,2,2,2,2,2,3
"970",2,2,40,13,1,1,1,1,91,NA,2,11,3,2,5,12,1,2,0,2,1,1,1,2,2,2,2,1,3
"971",2,2,40,12,1,1,1,1,11,NA,2,11,1,3,3,8,1,1,0,1,2,1,1,2,2,2,2,2,3
"972",2,2,40,13,1,1,1,1,11,NA,2,11,3,2,5,8,1,1,0,2,2,2,2,2,2,2,2,2,3
"973",2,2,40,12,1,1,1,1,11,NA,2,11,1,2,4,12,1,2,8,2,2,2,2,2,2,2,2,2,3
"974",2,2,40,13,1,1,1,1,11,NA,2,11,3,1,5,8,1,1,3,1,2,2,2,2,2,2,2,2,3
"975",2,2,40,13,1,1,1,1,11,NA,2,11,2,1,5,11,1,2,5,1,2,2,2,2,2,2,2,2,3
"976",2,2,40,12,1,1,1,1,11,NA,2,11,1,3,5,7,1,1,0,1,2,1,1,2,2,2,2,2,3
"977",2,2,40,12,1,1,1,1,11,NA,2,11,2,3,5,5,1,2,NA,1,2,2,1,2,2,2,2,2,3
"978",1,1,40,13,1,1,1,1,11,NA,2,11,1,3,5,14,1,1,10,2,2,2,1,2,2,2,2,2,1
"979",2,1,40,12,1,1,1,1,11,NA,2,11,1,1,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"980",1,1,40,13,1,1,1,1,12,NA,2,11,2,1,4,5,1,1,NA,1,2,2,1,2,2,2,2,2,3
"981",2,1,40,13,1,1,1,1,11,NA,2,11,2,2,3,17,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"982",2,1,40,13,1,1,1,1,11,NA,2,11,1,1,5,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"983",1,1,40,13,1,1,1,1,11,NA,2,11,2,3,4,8,1,2,5,1,2,2,1,2,2,2,2,2,3
"984",2,1,40,13,1,1,1,1,11,NA,2,13,2,1,5,9,1,1,3,1,2,2,1,2,2,2,2,2,1
"985",2,1,40,12,1,1,1,1,11,NA,2,12,3,3,5,7,1,1,3,2,2,1,1,2,2,2,2,1,1
"986",2,1,40,13,1,1,1,1,11,NA,2,13,2,1,3,12,2,1,0,2,1,2,1,2,2,2,2,1,1
"987",2,1,40,13,1,1,1,1,11,NA,2,12,2,2,4,12,1,1,0,2,2,2,2,2,2,2,2,2,1
"988",2,1,40,12,1,1,1,1,11,NA,2,12,1,2,5,13,1,1,0,2,2,2,2,2,2,2,2,2,3
"989",2,1,40,12,1,2,1,1,11,NA,2,12,1,1,4,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"990",2,1,40,13,1,1,1,1,11,NA,2,12,2,2,5,12,1,1,10,2,2,2,2,2,2,2,2,2,1
"991",2,1,40,12,5,NA,NA,1,31,1,2,12,2,3,3,6,1,1,NA,2,2,1,1,2,2,2,2,2,1
"992",2,1,40,13,1,1,1,1,93,NA,2,11,2,3,4,5,1,1,NA,2,2,2,1,2,2,2,2,2,1
"993",2,1,40,12,1,1,1,1,91,NA,2,12,3,3,5,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"994",2,1,40,12,1,1,1,1,11,NA,2,13,2,3,4,11,1,1,4,1,2,2,1,2,2,2,2,1,1
"995",2,1,40,12,1,1,1,1,11,NA,2,13,1,1,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"996",2,1,40,11,1,1,1,1,11,NA,2,13,1,2,4,9,1,1,9,2,2,2,2,2,2,2,2,1,1
"997",1,1,40,12,1,1,1,1,11,NA,2,12,1,2,5,11,1,1,3,2,2,2,1,2,2,2,2,2,1
"998",2,1,40,12,1,1,1,1,11,NA,2,13,1,2,5,7,1,1,4,1,2,2,1,2,2,2,2,2,1
"999",2,1,40,12,1,1,1,1,11,NA,2,11,2,1,4,13,1,1,0,2,2,1,2,2,2,2,2,1,1
"1000",2,1,40,13,1,1,1,1,11,NA,2,12,2,1,4,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"1001",2,1,40,12,1,1,1,1,11,NA,2,13,2,1,4,9,2,1,0,1,1,1,1,2,2,2,2,2,1
"1002",2,1,40,12,1,1,1,1,11,NA,2,13,1,3,4,10,1,2,2,1,2,1,1,2,2,2,2,1,3
"1003",1,2,40,13,1,1,1,1,11,NA,2,11,1,1,3,6,1,1,NA,1,1,2,1,2,2,2,2,1,3
"1004",2,2,40,12,1,1,1,1,11,NA,2,13,2,2,4,5,1,1,NA,1,2,2,1,2,2,2,2,1,3
"1005",2,2,40,12,1,1,1,1,11,NA,2,13,1,2,3,9,1,1,3,1,2,2,1,2,2,2,2,1,3
"1006",2,2,40,12,1,1,1,1,11,NA,2,13,1,1,3,6,1,2,NA,2,2,2,2,2,2,2,2,1,1
"1007",NA,2,40,13,1,1,1,1,51,1,2,12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"1008",2,2,40,12,1,1,1,1,11,NA,2,11,1,1,3,5,1,1,NA,1,2,2,2,2,2,2,2,1,3
"1009",2,2,40,12,1,1,1,1,11,NA,2,11,3,1,4,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"1010",2,2,40,13,1,1,1,1,11,NA,2,13,1,1,4,8,1,1,0,2,2,2,1,2,2,2,2,2,3
"1011",2,2,40,13,1,1,1,1,11,NA,2,12,1,1,4,10,1,1,0,2,2,2,2,2,2,2,2,1,3
"1012",2,2,40,13,1,1,1,1,11,NA,2,12,1,2,4,6,1,1,NA,1,1,1,1,2,2,2,2,1,1
"1013",2,2,40,12,1,1,1,1,11,NA,2,12,1,2,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"1014",2,2,40,13,1,1,1,1,11,NA,2,12,2,3,4,8,1,1,0,2,2,2,1,2,2,2,2,2,1
"1015",2,2,40,12,1,1,1,1,11,NA,1,12,2,2,2,6,1,1,NA,1,2,1,2,2,2,2,2,1,1
"1016",2,2,40,13,1,1,1,1,11,NA,2,12,3,3,5,13,1,1,4,2,2,2,1,2,2,2,2,1,3
"1017",2,2,40,12,1,1,1,1,11,NA,2,12,1,1,4,9,1,2,0,2,2,2,2,2,2,2,2,1,3
"1018",1,2,40,13,1,1,1,1,11,NA,2,12,2,2,5,12,1,1,5,2,1,2,1,2,2,2,2,2,1
