"","fsdisability","HH6.x","HH7.x","HC0","HW1","HW3","HW2","HC8","WS1","WS3","WS7","WS11","helevel","melevel","windex5.y","CB3","CB7","CB11","PR3","FCD2F","FCD2G","FCD2I","FCD2J","FCD2K","FCF1","FCF2","FCF3","HL4","Refugee"
"3865",1,3,65,12,1,1,1,1,14,3,2,11,2,2,1,5,1,1,NA,2,2,1,1,2,1,2,2,1,1
"3866",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,2,10,1,1,3,2,2,1,1,1,1,2,2,1,1
"3867",2,1,65,13,1,1,1,1,61,NA,2,11,3,2,2,7,1,1,10,1,2,2,1,2,1,2,2,1,1
"3868",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,4,7,1,1,10,2,2,2,2,2,2,2,2,2,1
"3869",2,1,65,13,1,1,1,1,61,NA,2,11,3,2,2,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3870",2,1,65,13,1,1,1,1,61,NA,2,11,3,2,2,5,1,1,NA,2,2,2,2,2,2,2,2,2,1
"3871",1,1,65,13,1,1,1,1,61,NA,2,11,3,2,2,11,1,1,0,1,1,1,1,2,2,2,2,1,1
"3872",2,1,65,13,1,1,1,1,61,NA,2,11,2,2,2,7,1,1,0,1,1,2,1,2,2,2,9,2,1
"3873",2,1,65,13,1,1,1,1,61,NA,2,11,1,3,3,7,1,1,0,2,2,2,2,2,1,2,2,2,1
"3874",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,2,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3875",2,1,65,13,4,NA,NA,1,61,NA,2,11,2,3,1,7,1,1,2,2,2,2,2,2,2,2,2,2,1
"3876",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,3,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3877",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,2,9,1,1,5,2,2,2,2,2,2,2,2,2,1
"3878",2,1,65,13,5,NA,NA,1,14,3,2,11,1,2,1,11,1,1,10,2,2,2,2,2,2,2,2,2,1
"3879",1,1,65,12,1,1,1,1,14,3,2,11,3,2,2,9,NA,1,10,2,2,2,2,2,2,2,2,1,1
"3880",1,1,65,12,1,1,1,1,61,NA,2,11,1,3,1,6,1,1,NA,1,2,2,2,2,2,2,2,1,1
"3881",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,3,9,1,1,4,2,2,2,1,2,2,2,2,1,1
"3882",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,1,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3883",1,1,65,13,1,1,1,1,61,NA,2,11,3,3,1,8,1,1,0,2,2,2,2,2,1,2,2,2,1
"3884",1,1,65,13,1,2,1,1,14,3,1,11,2,2,1,5,1,1,NA,1,2,1,1,2,2,2,2,2,1
"3885",2,1,65,12,1,1,1,1,61,NA,2,11,3,2,1,14,1,1,0,1,1,1,2,2,2,2,2,1,1
"3886",2,1,65,13,1,1,1,1,61,NA,2,11,3,2,2,7,1,1,10,2,2,2,2,2,2,2,2,2,1
"3887",2,1,65,13,1,1,1,1,14,3,2,11,2,3,2,7,1,1,0,2,2,2,2,2,2,2,2,2,1
"3888",2,1,65,13,1,2,1,1,71,NA,2,11,1,1,1,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3889",2,1,65,12,1,1,1,1,61,NA,2,11,1,NA,1,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3890",2,1,65,13,1,1,1,1,14,3,2,11,1,1,1,11,1,1,0,1,2,2,2,2,2,2,2,1,1
"3891",1,1,65,13,1,1,1,1,61,NA,2,11,3,1,1,9,1,1,0,2,2,2,1,2,1,2,2,2,1
"3892",2,1,65,13,1,1,1,1,14,3,2,11,3,1,1,11,1,1,0,2,2,2,2,2,2,2,2,2,1
"3893",2,1,65,12,1,1,1,1,61,NA,2,11,1,3,1,5,1,1,NA,1,2,2,1,2,2,2,2,1,1
"3894",2,1,65,12,1,1,1,1,61,NA,2,11,3,1,3,17,1,1,NA,NA,NA,NA,NA,NA,2,2,9,2,1
"3895",2,1,65,12,1,1,1,1,14,3,2,12,1,2,1,7,1,1,3,2,2,2,1,2,2,2,2,1,1
"3896",2,1,65,13,1,1,1,1,61,NA,2,11,1,2,1,9,1,1,0,2,2,2,1,2,2,2,2,2,1
"3897",2,1,10,12,1,2,1,1,11,NA,2,13,1,1,4,17,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"3898",2,1,10,13,1,1,1,1,11,NA,2,13,1,3,3,6,1,1,NA,2,2,2,2,2,2,2,2,1,3
"3899",2,1,10,12,1,1,1,1,11,NA,2,13,2,2,4,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"3900",2,1,10,13,1,1,1,1,11,NA,2,12,3,1,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"3901",2,1,10,12,1,1,1,1,11,NA,2,13,2,3,3,6,1,1,NA,1,2,2,1,2,2,2,2,2,3
"3902",2,1,10,13,1,1,1,1,11,NA,2,13,3,3,5,8,1,1,0,1,2,2,1,2,2,2,2,1,3
"3903",2,1,10,13,1,1,1,1,11,NA,2,13,3,3,5,11,1,1,0,1,1,2,1,2,2,2,2,2,3
"3904",2,1,10,12,1,1,1,1,11,NA,2,13,2,2,4,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"3905",1,1,10,13,1,1,1,1,11,NA,2,12,1,2,5,6,1,2,NA,1,1,2,1,2,2,2,2,1,3
"3906",2,1,10,12,1,1,1,1,11,NA,2,12,3,1,3,8,1,1,0,1,1,2,1,2,2,2,2,2,3
"3907",2,1,10,13,1,1,1,1,11,NA,2,13,2,2,4,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"3908",1,1,10,13,1,1,1,1,11,NA,2,12,1,3,5,12,1,1,0,2,2,2,1,2,2,2,1,1,3
"3909",1,1,10,13,1,1,1,1,11,NA,2,12,1,2,4,15,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"3910",2,3,65,13,1,1,1,1,61,NA,2,11,2,3,2,6,1,1,NA,1,2,2,1,9,2,2,2,2,1
"3911",2,3,65,12,1,1,1,1,61,NA,2,11,1,2,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3912",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,1,5,1,1,NA,2,2,2,2,2,2,2,2,2,1
"3913",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,2,7,1,1,10,1,2,2,1,2,2,2,2,1,1
"3914",2,3,65,12,1,1,1,1,61,NA,2,11,2,3,1,6,1,1,NA,2,1,2,1,2,2,2,2,1,1
"3915",2,3,65,13,1,1,1,1,14,3,2,11,1,2,1,11,1,1,0,2,1,2,1,2,2,2,2,1,1
"3916",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,2,7,1,1,10,2,2,2,1,2,2,2,2,1,1
"3917",2,3,65,13,1,1,1,1,61,NA,2,11,2,1,1,6,1,1,NA,2,2,2,1,2,2,2,2,2,1
"3918",2,3,65,12,1,1,1,1,61,NA,2,11,1,1,1,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3919",2,3,65,13,1,1,1,1,61,NA,2,11,2,3,3,8,1,1,0,1,1,1,2,2,2,2,2,2,1
"3920",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,2,11,1,1,0,2,2,2,2,2,1,2,2,2,1
"3921",2,3,65,13,1,1,1,1,72,NA,2,11,1,2,1,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3922",2,3,65,12,1,1,1,1,61,NA,2,11,2,3,2,10,1,1,5,2,2,2,2,2,1,2,2,2,1
"3923",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,3,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3924",2,3,65,12,1,1,1,1,72,NA,2,11,2,2,2,7,1,1,2,1,1,2,2,2,2,2,2,2,1
"3925",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,2,8,1,1,10,2,2,2,1,2,1,2,2,1,1
"3926",2,3,65,13,1,1,1,1,72,NA,2,11,1,2,1,6,1,1,NA,2,2,2,2,2,2,2,2,1,1
"3927",2,3,65,13,1,1,1,1,61,NA,2,11,1,2,1,13,1,1,2,2,2,2,2,2,2,2,2,2,1
"3928",2,3,65,13,1,1,1,1,72,NA,2,11,1,2,1,8,1,1,0,2,2,2,2,2,2,2,2,2,1
"3929",1,3,65,13,1,1,1,1,14,3,1,11,1,2,1,10,1,1,0,2,1,1,1,2,2,2,2,1,1
"3930",2,3,65,13,1,1,1,1,72,NA,2,11,3,3,2,5,1,1,NA,1,2,2,1,2,2,2,2,2,1
"3931",2,3,65,13,1,1,1,1,14,3,2,11,3,1,1,11,1,1,0,1,2,2,2,2,2,2,2,1,1
"3932",2,3,65,13,1,1,1,1,71,NA,1,11,1,2,1,12,1,1,0,2,2,2,2,2,2,2,2,2,1
"3933",2,3,65,13,1,1,1,1,61,NA,2,11,3,2,2,10,1,1,0,2,2,1,1,2,2,2,2,1,1
"3934",2,3,65,12,1,1,1,1,61,NA,2,11,3,2,1,7,1,1,0,1,2,1,1,2,2,2,2,1,1
"3935",2,3,65,13,1,1,1,1,14,3,2,11,2,2,1,14,1,1,0,1,1,2,1,2,2,2,2,2,1
"3936",2,3,65,13,1,1,1,1,72,NA,2,11,3,3,2,5,1,1,NA,2,1,2,1,2,2,2,2,2,1
"3937",2,3,65,13,1,1,1,1,61,NA,2,11,2,1,1,5,1,1,NA,1,2,2,2,2,2,2,2,1,1
"3938",2,3,65,14,1,1,1,1,61,NA,2,11,3,2,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3939",2,3,65,12,1,1,1,1,14,3,2,11,3,1,1,7,1,1,0,1,2,2,1,2,2,2,2,1,1
"3940",2,3,65,12,1,1,1,1,71,NA,2,11,2,2,2,6,1,1,NA,1,2,2,1,2,2,2,9,1,1
"3941",2,3,65,12,1,1,1,1,61,NA,2,11,2,2,1,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3942",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,3,8,1,1,4,2,2,2,1,2,2,2,2,2,1
"3943",2,3,65,12,1,1,1,1,14,3,2,11,1,2,1,5,1,1,NA,1,2,2,1,2,2,2,2,1,1
"3944",2,3,65,13,1,1,1,1,61,NA,2,11,2,2,2,6,1,1,NA,2,2,2,1,2,2,2,2,2,1
"3945",2,3,65,13,1,1,1,1,61,NA,2,11,3,3,3,7,1,1,2,1,1,1,1,2,2,2,2,1,1
"3946",2,3,65,13,1,1,1,1,14,3,2,11,3,3,1,5,1,1,NA,2,2,2,1,2,2,2,2,1,1
"3947",2,3,65,13,1,1,1,1,72,NA,2,11,3,3,2,11,1,1,2,2,2,2,2,2,1,2,2,2,1
"3948",2,3,65,13,1,1,1,1,61,NA,2,11,1,2,2,12,1,1,0,1,2,2,2,2,2,2,2,1,1
"3949",2,3,65,13,1,1,1,1,61,NA,2,11,2,2,2,14,1,1,0,2,2,2,2,2,2,2,2,2,1
"3950",2,3,65,13,1,1,1,1,72,NA,2,11,2,2,1,7,1,1,0,2,2,2,1,2,2,2,2,1,1
"3951",2,3,65,12,1,1,1,1,61,NA,2,11,2,2,3,12,1,1,0,1,1,1,1,2,2,2,2,1,1
"3952",1,3,65,12,1,1,1,1,96,3,2,11,3,2,2,15,1,1,NA,NA,NA,NA,NA,NA,1,2,2,1,1
"3953",2,3,65,13,1,1,1,1,72,NA,2,11,2,2,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3954",2,3,65,13,5,NA,NA,1,14,3,2,11,3,1,1,13,1,1,7,2,2,1,1,2,2,2,2,1,1
"3955",2,3,65,12,1,1,1,1,61,NA,2,11,1,2,1,13,1,1,0,2,2,1,1,2,1,2,2,1,3
"3956",1,3,65,13,1,1,1,1,61,NA,2,11,2,2,2,12,1,1,0,2,2,1,1,2,2,2,2,1,1
"3957",2,3,65,12,1,1,1,1,14,3,2,11,1,2,1,12,1,1,0,2,1,2,1,2,2,2,2,1,1
"3958",2,3,65,13,1,1,1,1,61,NA,2,11,1,3,2,13,1,1,0,2,2,1,1,2,2,2,2,1,1
"3959",2,3,65,12,1,1,1,1,96,3,2,11,1,2,1,6,1,1,NA,1,2,1,2,2,2,2,2,1,1
"3960",2,1,65,12,1,1,1,1,61,NA,2,12,1,1,1,9,1,1,0,1,2,2,1,2,2,2,9,1,1
"3961",1,1,65,13,1,1,1,1,61,NA,2,12,1,1,1,7,1,1,0,1,2,2,1,2,2,2,2,2,1
"3962",2,1,65,13,1,1,1,1,61,NA,2,13,1,1,1,5,1,1,NA,1,2,2,2,2,2,2,2,2,1
"3963",1,1,65,13,2,1,1,1,14,3,2,13,3,1,1,14,1,1,0,2,2,2,2,2,2,1,2,2,1
"3964",2,1,65,13,1,1,1,1,61,NA,2,12,1,2,1,8,1,1,0,2,2,2,2,2,2,2,2,1,1
"3965",2,1,65,13,1,1,1,1,72,NA,2,13,1,1,2,8,1,1,0,2,2,2,2,2,2,2,2,1,1
"3966",2,1,65,13,1,1,1,1,14,3,2,12,1,1,2,8,1,1,2,1,2,2,1,2,2,2,2,2,1
"3967",2,1,65,12,1,1,1,1,61,NA,2,12,1,2,1,9,1,1,0,2,2,1,1,2,1,2,2,2,3
"3968",2,1,65,13,1,1,1,1,61,NA,2,13,3,3,2,17,1,1,NA,NA,NA,NA,NA,NA,1,2,2,1,3
"3969",2,1,65,12,1,1,1,1,61,NA,2,13,1,1,1,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3970",2,1,65,12,1,1,1,1,61,NA,2,12,1,3,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3971",2,1,65,12,1,1,1,1,61,NA,2,12,1,1,1,9,1,1,0,1,2,1,1,2,2,2,2,1,1
"3972",2,1,65,13,1,2,1,1,61,NA,2,12,1,1,1,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3973",2,1,65,12,1,1,1,1,61,NA,2,12,3,3,2,10,1,1,10,2,2,2,2,2,1,2,2,1,1
"3974",2,1,65,13,1,1,1,1,14,3,2,12,1,3,2,8,1,1,0,2,2,1,1,2,2,2,2,1,3
"3975",2,1,65,13,1,1,1,1,14,3,2,13,1,3,1,5,1,1,NA,1,2,2,1,2,2,2,2,1,1
"3976",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,2,6,1,1,NA,2,2,2,2,2,2,2,2,2,1
"3977",2,1,65,13,1,1,1,1,61,NA,2,11,1,3,2,8,1,1,2,2,2,2,2,2,2,2,2,2,1
"3978",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,3,5,1,1,NA,2,2,9,2,2,2,2,2,1,1
"3979",2,1,65,12,1,1,1,1,61,NA,2,11,1,2,1,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3980",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,2,12,1,1,0,2,2,2,2,2,2,2,2,2,1
"3981",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,3,9,1,1,10,1,1,1,1,2,2,2,2,1,1
"3982",2,1,65,12,1,2,1,1,61,NA,2,12,1,3,1,6,1,1,NA,1,1,1,1,2,2,2,2,2,1
"3983",2,1,65,12,1,1,1,1,61,NA,2,11,3,3,4,10,1,1,7,2,2,2,2,2,2,2,2,2,1
"3984",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,2,8,1,1,0,1,1,2,1,2,2,2,2,1,1
"3985",2,1,65,12,1,1,1,1,61,NA,2,11,2,3,1,10,1,1,0,2,2,2,2,2,2,2,2,2,1
"3986",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3987",2,1,65,13,1,2,1,1,61,NA,2,11,2,1,2,10,1,1,0,1,1,1,1,1,2,2,2,1,1
"3988",1,1,65,12,1,2,1,1,14,3,2,11,2,1,1,10,1,1,0,1,1,2,1,2,2,2,2,2,1
"3989",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,2,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3990",2,1,65,12,1,1,1,1,61,NA,2,11,1,1,1,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"3991",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,1,6,1,1,NA,2,2,2,2,2,2,2,2,1,3
"3992",2,1,65,13,1,1,1,1,61,NA,2,11,3,2,1,10,1,1,0,2,2,2,2,2,1,2,2,1,3
"3993",2,1,65,12,1,1,1,1,61,NA,2,11,3,3,3,14,1,1,0,2,2,2,2,2,2,2,2,2,1
"3994",2,1,65,12,1,1,1,1,61,NA,2,11,2,3,1,5,1,1,NA,2,2,1,2,2,2,2,2,1,1
"3995",2,1,65,12,1,1,1,1,61,NA,2,11,2,3,1,8,1,1,0,2,2,1,1,2,2,2,2,1,1
"3996",2,1,65,12,1,1,1,1,61,NA,2,11,3,1,1,6,1,1,NA,1,2,2,2,1,2,2,2,2,1
"3997",2,1,65,12,1,1,1,1,61,NA,2,13,1,1,1,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"3998",2,1,65,12,1,1,1,1,61,NA,2,11,2,1,1,14,1,1,0,2,2,2,2,2,2,2,2,1,1
"3999",2,1,65,12,1,1,1,1,61,NA,2,12,2,2,2,11,1,1,0,2,2,2,2,2,2,2,2,1,3
"4000",2,1,65,12,1,1,1,1,61,NA,1,12,3,2,1,9,1,1,0,2,2,2,2,2,2,2,2,2,1
"4001",2,1,65,13,1,1,1,1,61,NA,2,12,2,1,2,5,NA,1,NA,1,2,2,1,2,2,2,2,1,1
"4002",1,1,65,13,1,1,1,1,71,NA,2,11,1,1,2,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4003",2,3,65,13,1,1,1,1,61,NA,1,11,3,3,2,5,1,1,NA,1,2,2,1,2,2,2,2,2,1
"4004",1,3,65,13,1,1,1,1,14,3,2,11,3,3,1,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4005",1,3,65,12,1,1,1,1,61,NA,2,11,1,2,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4006",2,3,65,12,1,1,1,1,14,3,2,11,2,1,1,5,1,1,NA,1,2,2,1,2,2,2,2,2,1
"4007",2,3,65,12,1,1,1,1,71,NA,2,11,3,2,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4008",2,3,65,12,1,1,1,1,61,NA,2,11,3,3,1,5,1,1,NA,2,2,2,2,2,2,2,9,1,1
"4009",2,3,65,12,1,1,1,1,71,NA,2,11,3,3,2,8,1,1,10,2,2,2,2,2,2,2,2,2,1
"4010",2,3,65,13,1,1,1,1,61,NA,2,11,3,2,2,13,1,1,10,2,2,2,2,2,2,2,2,2,1
"4011",2,3,65,13,1,1,1,1,61,NA,2,11,3,1,2,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4012",2,3,65,12,1,1,1,1,61,NA,2,11,2,2,2,6,1,1,NA,2,2,2,2,2,2,2,2,1,1
"4013",2,3,65,12,1,1,1,1,61,NA,2,11,3,3,2,9,1,1,0,2,2,1,2,2,1,2,2,1,1
"4014",2,3,65,12,1,1,1,1,61,NA,2,11,1,3,2,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4015",2,3,65,12,1,2,1,1,61,NA,2,11,1,3,1,11,1,1,0,1,1,1,1,2,2,2,2,1,1
"4016",2,3,65,12,1,1,1,1,14,3,2,11,2,1,1,9,1,1,0,1,2,2,1,2,2,2,2,2,1
"4017",2,3,65,12,1,1,1,1,72,NA,2,11,1,3,1,7,1,1,5,1,2,2,1,2,2,2,2,2,1
"4018",2,3,65,13,1,1,1,1,72,NA,2,11,2,2,1,9,1,1,10,2,1,1,1,2,2,2,2,1,1
"4019",2,1,65,12,1,1,1,1,61,NA,2,11,3,2,3,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4020",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"4021",2,1,65,13,1,1,1,1,71,NA,1,11,1,2,1,9,1,1,0,1,1,1,1,1,2,2,2,2,1
"4022",2,1,65,12,1,1,1,1,61,NA,8,11,1,2,1,9,1,1,10,1,2,2,1,2,2,2,2,1,1
"4023",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,4,14,1,1,0,2,2,2,2,2,2,2,2,2,1
"4024",2,1,65,13,1,1,1,1,71,NA,2,11,2,3,4,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4025",2,1,65,12,1,1,1,1,61,NA,2,11,1,1,2,16,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,1
"4026",1,1,65,12,1,1,1,1,61,NA,2,11,1,1,2,13,1,1,0,1,2,2,1,2,1,2,1,1,1
"4027",2,1,65,13,1,1,1,1,61,NA,2,11,1,2,1,11,1,1,5,1,2,2,2,2,2,2,2,2,1
"4028",NA,1,65,13,1,1,1,1,61,NA,2,11,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"4029",2,1,65,13,1,1,1,1,14,3,2,11,2,3,2,10,1,1,0,1,1,2,1,2,2,2,2,2,1
"4030",2,1,65,13,1,1,1,1,61,NA,2,11,1,3,3,7,1,1,0,1,2,2,1,2,1,2,2,2,1
"4031",2,1,65,12,1,1,1,1,71,NA,2,11,3,1,2,14,1,1,3,2,2,2,2,2,2,2,2,2,1
"4032",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,2,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4033",2,1,65,12,1,1,1,1,61,NA,2,11,3,3,4,14,1,1,0,2,2,2,2,2,2,2,9,1,1
"4034",2,1,65,13,1,1,1,1,72,NA,2,11,1,3,1,5,1,1,NA,2,2,1,1,2,2,2,2,1,1
"4035",2,1,65,13,1,1,1,1,61,NA,2,11,3,1,2,13,1,1,0,1,2,2,1,2,2,2,2,1,1
"4036",2,1,65,13,1,1,1,1,61,NA,2,11,3,1,1,11,1,1,0,1,2,1,1,2,2,2,2,1,1
"4037",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,3,6,1,1,NA,1,1,2,1,1,2,2,2,2,1
"4038",NA,1,65,13,1,1,1,1,61,NA,2,11,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"4039",2,1,65,13,1,2,1,1,14,3,1,11,1,1,1,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"4040",2,1,65,13,1,1,1,1,14,3,2,11,1,3,1,10,1,1,0,1,2,1,1,2,2,2,2,1,1
"4041",2,1,65,13,1,1,1,1,71,NA,2,11,2,2,2,12,1,1,3,2,2,2,1,2,2,2,2,2,1
"4042",2,1,65,13,1,1,1,1,71,NA,2,11,2,2,2,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1
"4043",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,2,7,1,1,2,1,2,1,9,2,2,2,2,1,1
"4044",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,4,9,1,1,4,2,2,2,2,2,2,2,2,1,1
"4045",2,1,65,13,1,1,1,1,14,3,2,11,1,1,1,15,1,1,NA,NA,NA,NA,NA,NA,9,2,2,1,1
"4046",2,1,65,12,1,1,1,1,61,NA,2,11,3,3,2,7,1,1,5,1,2,2,1,1,1,2,2,2,1
"4047",2,1,65,13,1,1,1,1,14,3,2,11,1,1,1,14,1,1,0,2,2,2,2,2,2,2,2,2,1
"4048",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,1,9,1,1,0,2,2,2,2,2,2,2,2,2,3
"4049",2,1,65,13,1,1,2,1,71,NA,2,11,3,3,2,10,1,1,5,1,2,2,1,2,2,2,2,1,1
"4050",2,1,65,13,1,1,1,1,61,NA,2,11,3,2,2,17,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"4051",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,2,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,3
"4052",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,3,5,1,1,NA,2,2,2,2,2,2,2,2,1,3
"4053",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,2,8,1,1,10,2,2,2,1,2,2,2,2,2,1
"4054",2,1,65,12,1,1,1,1,61,NA,2,11,2,3,1,6,1,1,NA,2,2,1,1,2,2,2,2,2,3
"4055",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,1,9,1,1,0,1,2,1,1,1,2,2,2,1,3
"4056",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,2,13,1,1,3,2,2,2,1,2,2,2,2,1,3
"4057",2,1,65,13,1,1,1,1,61,NA,2,11,2,3,1,15,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"4058",1,1,65,13,1,1,1,1,61,NA,2,11,2,2,2,13,1,2,2,1,2,2,1,2,2,2,2,1,3
"4059",2,1,65,13,1,1,1,1,61,NA,2,11,2,2,2,14,1,1,0,2,2,2,2,2,2,2,2,1,3
"4060",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,3,12,1,1,4,2,2,2,2,2,2,2,2,1,3
"4061",2,1,65,13,1,1,1,1,61,NA,2,11,1,1,1,17,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"4062",2,1,65,13,1,1,1,1,72,NA,2,11,1,2,1,16,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"4063",1,1,10,12,1,1,1,1,11,NA,2,11,1,1,4,9,1,1,0,2,2,2,2,2,2,2,2,1,3
"4064",1,1,10,13,1,1,1,1,11,NA,2,11,2,1,2,6,1,1,NA,1,2,2,1,2,2,2,2,2,3
"4065",2,1,10,12,1,1,1,1,51,2,2,13,1,2,5,16,1,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"4066",2,1,10,12,1,1,1,1,11,NA,2,13,2,2,5,10,1,2,3,1,1,1,1,2,2,2,2,1,3
"4067",2,1,10,13,1,1,1,1,11,NA,2,13,1,3,5,17,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,3
"4068",2,1,10,12,1,1,1,1,11,NA,2,13,1,1,3,16,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,3
"4069",2,1,10,13,1,1,1,1,11,NA,2,11,2,3,4,10,1,1,10,2,1,2,1,2,2,2,2,2,3
"4070",2,1,10,13,1,1,1,1,11,NA,2,11,2,2,5,9,1,1,0,2,2,2,2,2,2,2,2,2,1
"4071",2,1,10,12,1,1,1,1,11,NA,2,11,2,2,5,7,1,2,2,1,2,2,1,2,2,2,2,1,3
"4072",2,1,10,13,1,1,1,1,11,NA,2,13,1,2,4,13,1,2,0,2,2,2,2,2,2,2,2,1,3
"4073",1,1,10,13,1,1,1,1,11,NA,2,13,3,1,5,15,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1
"4074",1,1,10,13,1,1,1,1,11,NA,2,11,3,3,5,6,1,1,NA,2,2,2,2,2,2,2,2,2,3
"4075",2,1,65,13,1,1,1,1,61,NA,2,12,2,2,2,9,1,1,0,1,2,2,1,2,2,2,2,2,1
"4076",2,1,65,14,1,1,1,1,61,NA,2,11,2,3,1,5,1,1,NA,2,1,2,1,2,2,2,2,2,3
"4077",2,1,65,13,1,1,1,1,14,3,2,11,1,1,2,12,1,1,8,1,2,2,1,2,1,2,2,2,3
"4078",2,1,65,13,1,1,1,1,61,NA,2,11,3,3,3,9,1,1,10,2,2,2,1,2,2,2,2,1,3
